startup_name,technology,qid,score
yhat,Data science,Q2374463,100.0
moltin,Cloud computing,Q483639,100.0
sigopt,Artificial intelligence,Q11660,100.0
sigopt,Cloud computing,Q483639,100.0
valorwateranalytics,Cloud computing,Q483639,100.0
valorwateranalytics,Data science,Q2374463,100.0
vanhawks,Data science,Q2374463,100.0
spirehealth,Data science,Q2374463,100.0
raventech,Data science,Q2374463,100.0
qventus,Artificial intelligence,Q11660,100.0
akidolabs,Artificial intelligence,Q11660,100.0
akidolabs,Data science,Q2374463,100.0
mezmo,Cloud computing,Q483639,100.0
mezmo,Data science,Q2374463,100.0
atomwise,Artificial intelligence,Q11660,100.0
atomwise,Data science,Q2374463,100.0
thehumanutility,Data science,Q2374463,100.0
democracyearth,Blockchain,Q20514253,100.0
zeitview,Artificial intelligence,Q11660,100.0
zeitview,Data science,Q2374463,100.0
zeitview,Sustainable energy,Q1962383,100.0
bankjoy,Artificial intelligence,Q11660,100.0
labdoor,Data science,Q2374463,100.0
sailsco,Cloud computing,Q483639,100.0
resolve,Augmented reality,Q254183,100.0
resolve,Data science,Q2374463,100.0
resolve,Virtual reality,Q170519,100.0
ebrandvalue,Data science,Q2374463,100.0
giveffect,Cloud computing,Q483639,100.0
meadow,Cloud computing,Q483639,100.0
transcriptic,Cloud computing,Q483639,100.0
transcriptic,Robotics,Q170978,100.0
taraai,Artificial intelligence,Q11660,100.0
rigetticomputing,Quantum computing,Q17995793,100.0
rigetticomputing,Robotics,Q170978,100.0
checkr,Artificial intelligence,Q11660,100.0
shipbob,Data science,Q2374463,100.0
bayesimpact,Data science,Q2374463,100.0
front,Cloud computing,Q483639,100.0
springwit,Neurotechnology,Q3305355,100.0
nightingale,Data science,Q2374463,100.0
salessift,Data science,Q2374463,100.0
thinkgaming,Data science,Q2374463,100.0
tinker,Blockchain,Q20514253,100.0
weave,Artificial intelligence,Q11660,100.0
zen99,Cloud computing,Q483639,100.0
zen99,Data science,Q2374463,100.0
beep,Data science,Q2374463,100.0
beep,Robotics,Q170978,100.0
bitaccess,Blockchain,Q20514253,100.0
impraise,Cloud computing,Q483639,100.0
hublo,Data science,Q2374463,100.0
blockspring,Data science,Q2374463,100.0
lawnlove,Data science,Q2374463,100.0
onecodex,Data science,Q2374463,100.0
tule,Artificial intelligence,Q11660,100.0
billforward,Data science,Q2374463,100.0
clear,Cloud computing,Q483639,100.0
protocollabs,Blockchain,Q20514253,100.0
protocollabs,Cloud computing,Q483639,100.0
permutive,Data science,Q2374463,100.0
metricwire,Data science,Q2374463,100.0
alchemy,Nanotechnology,Q11468,100.0
alchemy,Robotics,Q170978,100.0
hirosystems,Blockchain,Q20514253,100.0
usergems,Artificial intelligence,Q11660,100.0
picnichealth,Artificial intelligence,Q11660,100.0
picnichealth,Data science,Q2374463,100.0
tenjin,Data science,Q2374463,100.0
cruise,Artificial intelligence,Q11660,100.0
bellabeat,Wearable technology,Q4845080,100.0
algolia,Cloud computing,Q483639,100.0
dyspatch,Cloud computing,Q483639,100.0
mixerbox,Artificial intelligence,Q11660,100.0
unbabel,Artificial intelligence,Q11660,100.0
drivepulse,Data science,Q2374463,100.0
madesolid,3D printing,Q229367,100.0
madesolid,Robotics,Q170978,100.0
edyn,Data science,Q2374463,100.0
terravion,Data science,Q2374463,100.0
liftigniter,Artificial intelligence,Q11660,100.0
liftigniter,Data science,Q2374463,100.0
pipelinedb,Data science,Q2374463,100.0
witai,Artificial intelligence,Q11660,100.0
avametric,Augmented reality,Q254183,100.0
frameddata,Data science,Q2374463,100.0
42,Data science,Q2374463,100.0
ambition,Cloud computing,Q483639,100.0
axoni,Data science,Q2374463,100.0
devcycle,Cloud computing,Q483639,100.0
piinpoint,Cloud computing,Q483639,100.0
pushbullet,Data science,Q2374463,100.0
truevault,Data science,Q2374463,100.0
coreos,Data science,Q2374463,100.0
casetext,Data science,Q2374463,100.0
buttercoin,Blockchain,Q20514253,100.0
letote,Data science,Q2374463,100.0
meta,Augmented reality,Q254183,100.0
meta,Virtual reality,Q170519,100.0
watchsend,Data science,Q2374463,100.0
ixiplay,Robotics,Q170978,100.0
layerbylayer,3D printing,Q229367,100.0
datarank,Data science,Q2374463,100.0
heap,Data science,Q2374463,100.0
fivetran,Cloud computing,Q483639,100.0
fivetran,Data science,Q2374463,100.0
north,Augmented reality,Q254183,100.0
north,Wearable technology,Q4845080,100.0
trainzen,Data science,Q2374463,100.0
paytango,Data science,Q2374463,100.0
roverride,Data science,Q2374463,100.0
beatdeck,Data science,Q2374463,100.0
prophecysciences,Data science,Q2374463,100.0
prophecysciences,Neurotechnology,Q3305355,100.0
posmetrics,Data science,Q2374463,100.0
airware,Cloud computing,Q483639,100.0
airware,Data science,Q2374463,100.0
grepdata,Data science,Q2374463,100.0
meldium,Cloud computing,Q483639,100.0
medxt,Data science,Q2374463,100.0
coin,Wearable technology,Q4845080,100.0
semantics3,Artificial intelligence,Q11660,100.0
semantics3,Data science,Q2374463,100.0
buildzoom,Data science,Q2374463,100.0
scuba,Data science,Q2374463,100.0
influxdata,Data science,Q2374463,100.0
etleap,Data science,Q2374463,100.0
lever,Data science,Q2374463,100.0
benchling,Cloud computing,Q483639,100.0
coinbase,Blockchain,Q20514253,100.0
plivo,Cloud computing,Q483639,100.0
canopylabs,Data science,Q2374463,100.0
datanitro,Data science,Q2374463,100.0
hiptype,Data science,Q2374463,100.0
filestack,Data science,Q2374463,100.0
collections,Cloud computing,Q483639,100.0
dreamforge,3D printing,Q229367,100.0
goscale,Cloud computing,Q483639,100.0
credictive,Data science,Q2374463,100.0
thread,Artificial intelligence,Q11660,100.0
statwing,Data science,Q2374463,100.0
omnivirt,Virtual reality,Q170519,100.0
streem,Cloud computing,Q483639,100.0
mattermark,Data science,Q2374463,100.0
virool,Data science,Q2374463,100.0
studyedge,Virtual reality,Q170519,100.0
mattermost,Cloud computing,Q483639,100.0
zentail,Cloud computing,Q483639,100.0
upwave,Data science,Q2374463,100.0
submittable,Cloud computing,Q483639,100.0
doublerobotics,Robotics,Q170978,100.0
martin,Artificial intelligence,Q11660,100.0
orbioearth,Data science,Q2374463,100.0
codestory,Artificial intelligence,Q11660,100.0
branchai,Artificial intelligence,Q11660,100.0
vangoai,Artificial intelligence,Q11660,100.0
sidenote,Artificial intelligence,Q11660,100.0
peerdb,Data science,Q2374463,100.0
saatvy,Artificial intelligence,Q11660,100.0
linebuild,Sustainable energy,Q1962383,100.0
chatter,Artificial intelligence,Q11660,100.0
hylight,Data science,Q2374463,100.0
canofsoup,Artificial intelligence,Q11660,100.0
kapaai,Artificial intelligence,Q11660,100.0
artie,Data science,Q2374463,100.0
leafpress,Artificial intelligence,Q11660,100.0
leafpress,Data science,Q2374463,100.0
synaptiq,Artificial intelligence,Q11660,100.0
nectar,Data science,Q2374463,100.0
reworkd,Artificial intelligence,Q11660,100.0
reworkd,Data science,Q2374463,100.0
manohealth,Artificial intelligence,Q11660,100.0
elyosenergy,Cloud computing,Q483639,100.0
elyosenergy,Sustainable energy,Q1962383,100.0
hyperbound,Artificial intelligence,Q11660,100.0
deasie,Artificial intelligence,Q11660,100.0
deasie,Data science,Q2374463,100.0
dioxuslabs,Augmented reality,Q254183,100.0
dioxuslabs,Virtual reality,Q170519,100.0
infobot,Artificial intelligence,Q11660,100.0
wattoai,Artificial intelligence,Q11660,100.0
linc,Artificial intelligence,Q11660,100.0
linc,Data science,Q2374463,100.0
magicloops,Artificial intelligence,Q11660,100.0
remy,Artificial intelligence,Q11660,100.0
sweetspot,Artificial intelligence,Q11660,100.0
soharhealth,Artificial intelligence,Q11660,100.0
soharhealth,Cloud computing,Q483639,100.0
diligent,Artificial intelligence,Q11660,100.0
blandai,Artificial intelligence,Q11660,100.0
readily,Artificial intelligence,Q11660,100.0
proprise,Artificial intelligence,Q11660,100.0
proprise,Data science,Q2374463,100.0
zeloscloud,Cloud computing,Q483639,100.0
lifelike,Artificial intelligence,Q11660,100.0
humanlike,Artificial intelligence,Q11660,100.0
humanlike,Augmented reality,Q254183,100.0
cascadingai,Artificial intelligence,Q11660,100.0
cedana,Artificial intelligence,Q11660,100.0
cedana,Cloud computing,Q483639,100.0
cedana,Data science,Q2374463,100.0
contour,Artificial intelligence,Q11660,100.0
atla,Artificial intelligence,Q11660,100.0
mandelai,Artificial intelligence,Q11660,100.0
mandelai,Data science,Q2374463,100.0
asklio,Artificial intelligence,Q11660,100.0
solveintelligence,Artificial intelligence,Q11660,100.0
talc,Artificial intelligence,Q11660,100.0
talc,Data science,Q2374463,100.0
tegon,Artificial intelligence,Q11660,100.0
datashare,Data science,Q2374463,100.0
synch,Artificial intelligence,Q11660,100.0
revamp,Artificial intelligence,Q11660,100.0
revamp,Data science,Q2374463,100.0
subsets,Artificial intelligence,Q11660,100.0
supercraft,Artificial intelligence,Q11660,100.0
empower,Artificial intelligence,Q11660,100.0
sid,Artificial intelligence,Q11660,100.0
sid,Data science,Q2374463,100.0
spineai,Artificial intelligence,Q11660,100.0
spineai,Data science,Q2374463,100.0
alguna,Cloud computing,Q483639,100.0
parea,Artificial intelligence,Q11660,100.0
agentive,Artificial intelligence,Q11660,100.0
venta,Artificial intelligence,Q11660,100.0
docsum,Artificial intelligence,Q11660,100.0
broncoai,Artificial intelligence,Q11660,100.0
kite,Artificial intelligence,Q11660,100.0
obentohealth,Artificial intelligence,Q11660,100.0
arcimus,Artificial intelligence,Q11660,100.0
arcimus,Data science,Q2374463,100.0
micsi,Artificial intelligence,Q11660,100.0
micsi,Data science,Q2374463,100.0
corgea,Artificial intelligence,Q11660,100.0
terminal,Data science,Q2374463,100.0
serra,Artificial intelligence,Q11660,100.0
outset,Artificial intelligence,Q11660,100.0
outset,Data science,Q2374463,100.0
hegelai,Artificial intelligence,Q11660,100.0
briefer,Data science,Q2374463,100.0
shastahealth,Artificial intelligence,Q11660,100.0
healthharbor,Artificial intelligence,Q11660,100.0
menza,Artificial intelligence,Q11660,100.0
menza,Data science,Q2374463,100.0
fleetworks,Artificial intelligence,Q11660,100.0
transformity,Cloud computing,Q483639,100.0
dialtone,Artificial intelligence,Q11660,100.0
dialtone,Data science,Q2374463,100.0
decodahealth,Artificial intelligence,Q11660,100.0
skyvern,Artificial intelligence,Q11660,100.0
skyvern,Data science,Q2374463,100.0
cleancard,Artificial intelligence,Q11660,100.0
lystoai,Data science,Q2374463,100.0
epsilla,Artificial intelligence,Q11660,100.0
epsilla,Data science,Q2374463,100.0
refine,Cloud computing,Q483639,100.0
vetrec,Artificial intelligence,Q11660,100.0
surfacelabs,Data science,Q2374463,100.0
mavenbio,Artificial intelligence,Q11660,100.0
candoriq,Data science,Q2374463,100.0
greenlite,Artificial intelligence,Q11660,100.0
vizly,Artificial intelligence,Q11660,100.0
vizly,Data science,Q2374463,100.0
medisearch,Artificial intelligence,Q11660,100.0
respaid,Artificial intelligence,Q11660,100.0
empiricalhealth,Artificial intelligence,Q11660,100.0
glade,Artificial intelligence,Q11660,100.0
guac,Artificial intelligence,Q11660,100.0
letterai,Artificial intelligence,Q11660,100.0
continue,Artificial intelligence,Q11660,100.0
quackai,Artificial intelligence,Q11660,100.0
apoxy,Data science,Q2374463,100.0
pincites,Artificial intelligence,Q11660,100.0
sizeless,Artificial intelligence,Q11660,100.0
sizeless,Data science,Q2374463,100.0
mantlebio,Data science,Q2374463,100.0
studdy,Artificial intelligence,Q11660,100.0
trainy,Artificial intelligence,Q11660,100.0
kobaltlabs,Artificial intelligence,Q11660,100.0
crew,Artificial intelligence,Q11660,100.0
slicker,Artificial intelligence,Q11660,100.0
khoj,Artificial intelligence,Q11660,100.0
osiumai,Artificial intelligence,Q11660,100.0
cambioml,Data science,Q2374463,100.0
inlet,Artificial intelligence,Q11660,100.0
inlet,Data science,Q2374463,100.0
flint,Artificial intelligence,Q11660,100.0
sola,Data science,Q2374463,100.0
sola,Robotics,Q170978,100.0
converge,Data science,Q2374463,100.0
glaze,Artificial intelligence,Q11660,100.0
envelope,Artificial intelligence,Q11660,100.0
vectorshift,Artificial intelligence,Q11660,100.0
safetykit,Artificial intelligence,Q11660,100.0
baserun,Artificial intelligence,Q11660,100.0
automorphic,Artificial intelligence,Q11660,100.0
roundtable,Data science,Q2374463,100.0
inari,Artificial intelligence,Q11660,100.0
inari,Data science,Q2374463,100.0
andromedasurgical,Artificial intelligence,Q11660,100.0
andromedasurgical,Robotics,Q170978,100.0
smoothspeak,Artificial intelligence,Q11660,100.0
raz,Artificial intelligence,Q11660,100.0
raz,Data science,Q2374463,100.0
sudocode,Artificial intelligence,Q11660,100.0
fragment,Artificial intelligence,Q11660,100.0
sweep,Artificial intelligence,Q11660,100.0
inventiveai,Artificial intelligence,Q11660,100.0
inventiveai,Data science,Q2374463,100.0
langdock,Artificial intelligence,Q11660,100.0
elythea,Artificial intelligence,Q11660,100.0
elythea,Data science,Q2374463,100.0
nanograb,Artificial intelligence,Q11660,100.0
cedalio,Artificial intelligence,Q11660,100.0
cedalio,Data science,Q2374463,100.0
happyrobot,Artificial intelligence,Q11660,100.0
certainlyhealth,Data science,Q2374463,100.0
fiberai,Artificial intelligence,Q11660,100.0
fiberai,Data science,Q2374463,100.0
opsberryai,Artificial intelligence,Q11660,100.0
finbox,Artificial intelligence,Q11660,100.0
finbox,Augmented reality,Q254183,100.0
finbox,Data science,Q2374463,100.0
agentsforce,Artificial intelligence,Q11660,100.0
smobi,Data science,Q2374463,100.0
quillai,Artificial intelligence,Q11660,100.0
quillai,Data science,Q2374463,100.0
cairhealth,Artificial intelligence,Q11660,100.0
cairhealth,Data science,Q2374463,100.0
paradedb,Data science,Q2374463,100.0
dili,Artificial intelligence,Q11660,100.0
inconvo,Artificial intelligence,Q11660,100.0
inconvo,Cloud computing,Q483639,100.0
cargo,Data science,Q2374463,100.0
shadeform,Artificial intelligence,Q11660,100.0
shadeform,Cloud computing,Q483639,100.0
flowiseai,Artificial intelligence,Q11660,100.0
aisdr,Artificial intelligence,Q11660,100.0
gigaml,Artificial intelligence,Q11660,100.0
gigaml,Data science,Q2374463,100.0
srcbook,3D printing,Q229367,100.0
twine,Artificial intelligence,Q11660,100.0
structured,Artificial intelligence,Q11660,100.0
structured,Data science,Q2374463,100.0
innkeeper,Artificial intelligence,Q11660,100.0
nowadays,Artificial intelligence,Q11660,100.0
constructable,Artificial intelligence,Q11660,100.0
constructable,Data science,Q2374463,100.0
glide,Blockchain,Q20514253,100.0
oliolabs,Artificial intelligence,Q11660,100.0
oliolabs,Data science,Q2374463,100.0
truemetrics,Data science,Q2374463,100.0
flairhealth,Artificial intelligence,Q11660,100.0
autotab,Artificial intelligence,Q11660,100.0
autotab,Data science,Q2374463,100.0
tempolabs,Artificial intelligence,Q11660,100.0
yumaai,Artificial intelligence,Q11660,100.0
pandobioscience,Artificial intelligence,Q11660,100.0
vaero,Artificial intelligence,Q11660,100.0
pierre,Artificial intelligence,Q11660,100.0
moonrepo,Cloud computing,Q483639,100.0
automat,Artificial intelligence,Q11660,100.0
automat,Robotics,Q170978,100.0
speedybrand,Artificial intelligence,Q11660,100.0
finta,Cloud computing,Q483639,100.0
finta,Data science,Q2374463,100.0
blyss,Artificial intelligence,Q11660,100.0
blyss,Data science,Q2374463,100.0
parabolic,Artificial intelligence,Q11660,100.0
opensight,Artificial intelligence,Q11660,100.0
dashdive,Artificial intelligence,Q11660,100.0
dashdive,Cloud computing,Q483639,100.0
echo,Artificial intelligence,Q11660,100.0
upfront,Artificial intelligence,Q11660,100.0
fairwayhealth,Artificial intelligence,Q11660,100.0
boothai,Artificial intelligence,Q11660,100.0
cardinal,Artificial intelligence,Q11660,100.0
alphawatchai,Artificial intelligence,Q11660,100.0
alphawatchai,Data science,Q2374463,100.0
chima,Artificial intelligence,Q11660,100.0
lavolifesciences,Artificial intelligence,Q11660,100.0
unify,Artificial intelligence,Q11660,100.0
sameday,Artificial intelligence,Q11660,100.0
lazyeditor,Artificial intelligence,Q11660,100.0
avoca,Artificial intelligence,Q11660,100.0
rubbrband,Artificial intelligence,Q11660,100.0
infisical,Cloud computing,Q483639,100.0
middleware,Artificial intelligence,Q11660,100.0
middleware,Cloud computing,Q483639,100.0
middleware,Data science,Q2374463,100.0
stackai,Artificial intelligence,Q11660,100.0
stackai,Data science,Q2374463,100.0
miracle,Data science,Q2374463,100.0
reflex,Artificial intelligence,Q11660,100.0
reflex,Data science,Q2374463,100.0
traceloop,Artificial intelligence,Q11660,100.0
matano,Cloud computing,Q483639,100.0
matano,Data science,Q2374463,100.0
linum,Artificial intelligence,Q11660,100.0
struct,Artificial intelligence,Q11660,100.0
versori,Cloud computing,Q483639,100.0
rift,Data science,Q2374463,100.0
syncly,Artificial intelligence,Q11660,100.0
credalai,Artificial intelligence,Q11660,100.0
credalai,Data science,Q2374463,100.0
layup,Artificial intelligence,Q11660,100.0
magicpatterns,Artificial intelligence,Q11660,100.0
rollstack,Artificial intelligence,Q11660,100.0
rollstack,Data science,Q2374463,100.0
selectiq,Artificial intelligence,Q11660,100.0
paperplane,Artificial intelligence,Q11660,100.0
paperplane,Data science,Q2374463,100.0
lume,Artificial intelligence,Q11660,100.0
lume,Data science,Q2374463,100.0
pyqai,Artificial intelligence,Q11660,100.0
backdrop,Cloud computing,Q483639,100.0
concourse,Artificial intelligence,Q11660,100.0
indexical,Artificial intelligence,Q11660,100.0
indexical,Data science,Q2374463,100.0
brewit,Artificial intelligence,Q11660,100.0
brewit,Data science,Q2374463,100.0
codecomplete,Artificial intelligence,Q11660,100.0
nango,Cloud computing,Q483639,100.0
byterat,Data science,Q2374463,100.0
pairai,Artificial intelligence,Q11660,100.0
mercoa,Cloud computing,Q483639,100.0
doublecodingcopilot,Artificial intelligence,Q11660,100.0
glasshealth,Artificial intelligence,Q11660,100.0
versive,Artificial intelligence,Q11660,100.0
salient,Artificial intelligence,Q11660,100.0
dataglade,Artificial intelligence,Q11660,100.0
dataglade,Data science,Q2374463,100.0
edgebit,Data science,Q2374463,100.0
cakework,Cloud computing,Q483639,100.0
omnistrate,Cloud computing,Q483639,100.0
narrative,Artificial intelligence,Q11660,100.0
narrative,Data science,Q2374463,100.0
ofone,Artificial intelligence,Q11660,100.0
justpaidai,Artificial intelligence,Q11660,100.0
gluetrail,Artificial intelligence,Q11660,100.0
launchflow,Cloud computing,Q483639,100.0
poplarml,Data science,Q2374463,100.0
goveagle,Artificial intelligence,Q11660,100.0
creatorml,Artificial intelligence,Q11660,100.0
vooma,Artificial intelligence,Q11660,100.0
vooma,Robotics,Q170978,100.0
trigo,Data science,Q2374463,100.0
neptyne,Artificial intelligence,Q11660,100.0
neptyne,Data science,Q2374463,100.0
scanbase,Artificial intelligence,Q11660,100.0
linkgrep,Artificial intelligence,Q11660,100.0
bluebirds,Artificial intelligence,Q11660,100.0
bluebirds,Data science,Q2374463,100.0
flower,Artificial intelligence,Q11660,100.0
flower,Data science,Q2374463,100.0
cosine,Artificial intelligence,Q11660,100.0
athinaai,Artificial intelligence,Q11660,100.0
athinaai,Data science,Q2374463,100.0
cloudchipr,Cloud computing,Q483639,100.0
repacket,Artificial intelligence,Q11660,100.0
repacket,Data science,Q2374463,100.0
suger,Cloud computing,Q483639,100.0
haven,Artificial intelligence,Q11660,100.0
socapai,Artificial intelligence,Q11660,100.0
coilinc,Artificial intelligence,Q11660,100.0
dream3d,Artificial intelligence,Q11660,100.0
codev,Artificial intelligence,Q11660,100.0
truthsuite,Artificial intelligence,Q11660,100.0
outerbase,Artificial intelligence,Q11660,100.0
outerbase,Data science,Q2374463,100.0
langfuse,Artificial intelligence,Q11660,100.0
langfuse,Prompt engineering,Q108941486,100.0
extend,Artificial intelligence,Q11660,100.0
extend,Data science,Q2374463,100.0
iliad,Artificial intelligence,Q11660,100.0
floworks,Artificial intelligence,Q11660,100.0
floworks,Data science,Q2374463,100.0
openmeter,Artificial intelligence,Q11660,100.0
openmeter,Data science,Q2374463,100.0
inkeep,Artificial intelligence,Q11660,100.0
shortloop,Artificial intelligence,Q11660,100.0
gradientj,Artificial intelligence,Q11660,100.0
wildmoose,Artificial intelligence,Q11660,100.0
ezdubs,Artificial intelligence,Q11660,100.0
buildjet,Cloud computing,Q483639,100.0
tableflow,Artificial intelligence,Q11660,100.0
tableflow,Data science,Q2374463,100.0
truewind,Artificial intelligence,Q11660,100.0
orchid,Artificial intelligence,Q11660,100.0
1stcollab,Artificial intelligence,Q11660,100.0
1stcollab,Data science,Q2374463,100.0
teclada,Artificial intelligence,Q11660,100.0
magicflow,Artificial intelligence,Q11660,100.0
magicflow,Data science,Q2374463,100.0
storyboarder,Artificial intelligence,Q11660,100.0
rainmaker,Blockchain,Q20514253,100.0
helicone,Artificial intelligence,Q11660,100.0
helicone,Cloud computing,Q483639,100.0
helicone,Data science,Q2374463,100.0
ariglad,Artificial intelligence,Q11660,100.0
222,Artificial intelligence,Q11660,100.0
fintool,Artificial intelligence,Q11660,100.0
fiber,Data science,Q2374463,100.0
fiddlecube,Artificial intelligence,Q11660,100.0
fiddlecube,Data science,Q2374463,100.0
defogai,Artificial intelligence,Q11660,100.0
defogai,Data science,Q2374463,100.0
sageai,Artificial intelligence,Q11660,100.0
boundary,Artificial intelligence,Q11660,100.0
boundary,Data science,Q2374463,100.0
boundary,Prompt engineering,Q108941486,100.0
technician,Artificial intelligence,Q11660,100.0
shortbread,Artificial intelligence,Q11660,100.0
hadrius,Artificial intelligence,Q11660,100.0
sprx,Artificial intelligence,Q11660,100.0
sherloq,Artificial intelligence,Q11660,100.0
sherloq,Data science,Q2374463,100.0
hipposcribe,Artificial intelligence,Q11660,100.0
honeydew,Data science,Q2374463,100.0
finic,Artificial intelligence,Q11660,100.0
finic,Cloud computing,Q483639,100.0
koywe,Blockchain,Q20514253,100.0
hona,Cloud computing,Q483639,100.0
nunuai,Artificial intelligence,Q11660,100.0
uptrainai,Artificial intelligence,Q11660,100.0
uptrainai,Cloud computing,Q483639,100.0
uptrainai,Data science,Q2374463,100.0
alaan,Artificial intelligence,Q11660,100.0
arroyo,Cloud computing,Q483639,100.0
fastgen,Data science,Q2374463,100.0
superkalam,Artificial intelligence,Q11660,100.0
clueso,Artificial intelligence,Q11660,100.0
retape,Artificial intelligence,Q11660,100.0
sirdab,Cloud computing,Q483639,100.0
magnaplay,Artificial intelligence,Q11660,100.0
magnaplay,Cloud computing,Q483639,100.0
coldreach,Artificial intelligence,Q11660,100.0
coldreach,Data science,Q2374463,100.0
mantys,Cloud computing,Q483639,100.0
mantys,Data science,Q2374463,100.0
univerbalformerlyquazel,Artificial intelligence,Q11660,100.0
diffusebio,Artificial intelligence,Q11660,100.0
inbuild,Artificial intelligence,Q11660,100.0
muffindata,Data science,Q2374463,100.0
clad,Data science,Q2374463,100.0
epsilon,Artificial intelligence,Q11660,100.0
pylon,Artificial intelligence,Q11660,100.0
playht,Artificial intelligence,Q11660,100.0
corgilabs,Artificial intelligence,Q11660,100.0
corgilabs,Data science,Q2374463,100.0
turntable,Artificial intelligence,Q11660,100.0
turntable,Data science,Q2374463,100.0
swishjam,Cloud computing,Q483639,100.0
swishjam,Data science,Q2374463,100.0
dagworksinc,Artificial intelligence,Q11660,100.0
dagworksinc,Cloud computing,Q483639,100.0
dagworksinc,Data science,Q2374463,100.0
sorted,Cloud computing,Q483639,100.0
hindsight,Artificial intelligence,Q11660,100.0
commonpaper,Data science,Q2374463,100.0
openint,Data science,Q2374463,100.0
decohere,Artificial intelligence,Q11660,100.0
codeparrotai,Artificial intelligence,Q11660,100.0
berry,Artificial intelligence,Q11660,100.0
berry,Cloud computing,Q483639,100.0
rexfit,Artificial intelligence,Q11660,100.0
vellum,Artificial intelligence,Q11660,100.0
vellum,Data science,Q2374463,100.0
vellum,Prompt engineering,Q108941486,100.0
persistai,Artificial intelligence,Q11660,100.0
vocode,Artificial intelligence,Q11660,100.0
benchmark,Data science,Q2374463,100.0
fabius,Artificial intelligence,Q11660,100.0
edge,Artificial intelligence,Q11660,100.0
edge,Cloud computing,Q483639,100.0
luca,Artificial intelligence,Q11660,100.0
adventrispharmaceuticals,Cancer vaccine,Q2378309,100.0
vector,Artificial intelligence,Q11660,100.0
texelai,Artificial intelligence,Q11660,100.0
aiflow,Artificial intelligence,Q11660,100.0
metal,Artificial intelligence,Q11660,100.0
keelinglabs,Data science,Q2374463,100.0
keelinglabs,Sustainable energy,Q1962383,100.0
koalaops,Cloud computing,Q483639,100.0
modularit,Gene therapy,Q213901,100.0
modularit,Stem-cell therapy,Q1533033,100.0
escape,Data science,Q2374463,100.0
kyber,Artificial intelligence,Q11660,100.0
serial,Data science,Q2374463,100.0
persanaai,Artificial intelligence,Q11660,100.0
persanaai,Data science,Q2374463,100.0
type,Artificial intelligence,Q11660,100.0
lightski,Artificial intelligence,Q11660,100.0
adriai,Artificial intelligence,Q11660,100.0
vendora,Artificial intelligence,Q11660,100.0
vendora,Data science,Q2374463,100.0
second,Artificial intelligence,Q11660,100.0
fetchr,Artificial intelligence,Q11660,100.0
berriai,Artificial intelligence,Q11660,100.0
theya,Blockchain,Q20514253,100.0
terrace,Blockchain,Q20514253,100.0
morfhealth,Data science,Q2374463,100.0
polymathrobotics,Artificial intelligence,Q11660,100.0
polymathrobotics,Data science,Q2374463,100.0
polymathrobotics,Robotics,Q170978,100.0
ping,Blockchain,Q20514253,100.0
guardianbio,Data science,Q2374463,100.0
devtoolsai,Artificial intelligence,Q11660,100.0
accessowl,Cloud computing,Q483639,100.0
weltio,Blockchain,Q20514253,100.0
mercator,Artificial intelligence,Q11660,100.0
mercator,Data science,Q2374463,100.0
penguinai,Artificial intelligence,Q11660,100.0
ilumadata,Data science,Q2374463,100.0
stellar,Artificial intelligence,Q11660,100.0
ordinaryseafood,Sustainable energy,Q1962383,100.0
zoltarlabs,Artificial intelligence,Q11660,100.0
lotus,Cloud computing,Q483639,100.0
payfura,Blockchain,Q20514253,100.0
payfura,Data science,Q2374463,100.0
sonnet,Artificial intelligence,Q11660,100.0
vizzly,Data science,Q2374463,100.0
silkchart,Artificial intelligence,Q11660,100.0
silkchart,Data science,Q2374463,100.0
keylika,Artificial intelligence,Q11660,100.0
keylika,Wearable technology,Q4845080,100.0
tigereye,Data science,Q2374463,100.0
albiwareinc,Cloud computing,Q483639,100.0
poly,Artificial intelligence,Q11660,100.0
poly,Cloud computing,Q483639,100.0
banabo,Data science,Q2374463,100.0
layerup,Artificial intelligence,Q11660,100.0
clinikally,Artificial intelligence,Q11660,100.0
wolfia,Artificial intelligence,Q11660,100.0
chordio,Artificial intelligence,Q11660,100.0
chordio,Cloud computing,Q483639,100.0
stream,Artificial intelligence,Q11660,100.0
airtrainai,Artificial intelligence,Q11660,100.0
airtrainai,Data science,Q2374463,100.0
denormalized,Data science,Q2374463,100.0
solstar,Blockchain,Q20514253,100.0
paces,Artificial intelligence,Q11660,100.0
paces,Data science,Q2374463,100.0
elessar,Artificial intelligence,Q11660,100.0
dialect,Artificial intelligence,Q11660,100.0
julius,Artificial intelligence,Q11660,100.0
julius,Data science,Q2374463,100.0
ciro,Artificial intelligence,Q11660,100.0
ciro,Cloud computing,Q483639,100.0
ciro,Data science,Q2374463,100.0
truva,Artificial intelligence,Q11660,100.0
truva,Data science,Q2374463,100.0
twodots,Artificial intelligence,Q11660,100.0
sigmaai,Artificial intelligence,Q11660,100.0
stackup,Blockchain,Q20514253,100.0
superpoweredai,Artificial intelligence,Q11660,100.0
makeasite,Artificial intelligence,Q11660,100.0
tailor,Cloud computing,Q483639,100.0
tailor,Data science,Q2374463,100.0
dittofeed,Cloud computing,Q483639,100.0
devyce,Cloud computing,Q483639,100.0
buntinglabs,Artificial intelligence,Q11660,100.0
buntinglabs,Data science,Q2374463,100.0
erad,Data science,Q2374463,100.0
blitz,Cloud computing,Q483639,100.0
