start_up,skill,skill_clean
docker,SEO,seo
docker,Community Development,community development
docker,Online Marketing,online marketing
docker,Strategic Communications,strategic communications
docker,Marketing Strategy,marketing strategy
docker,Online Advertising,online advertising
docker,Google Adwords,google adwords
docker,Google Analytics,google analytics
docker,Applicant Tracking Systems,applicant tracking systems
docker,College Recruiting,college recruiting
docker,Internet Recruiting,internet recruiting
docker,Talent Management,talent management
docker,Talent Acquisition,talent acquisition
docker,Start-ups,start-ups
docker,Technical Recruiting,technical recruiting
docker,Sourcing,sourcing
docker,Executive Search,executive search
docker,Contract Recruitment,contract recruitment
docker,Interviews,interviews
docker,Search,search
docker,Benefits Negotiation,benefits negotiation
instacart,Fluent in English,fluent in english
instacart,Can speak and write Mandarin on an intermediate level,can speak and write mandarin on an intermediate level
instacart,Understand basic Japanese,understand basic japanese
instacart,Understand basic Spanish,understand basic spanish
instacart,"Proficient in Microsoft PowerPoint, Word and Excel","proficient in microsoft powerpoint, word and excel"
instacart,Finance,finance
instacart,Product Promotion,product promotion
instacart,Build Strong Relationships,build strong relationships
instacart,Project Management,project management
instacart,Data Analysis,data analysis
instacart,Strategy,strategy
instacart,Program Management,program management
instacart,Product Management,product management
instacart,Analytics,analytics
instacart,Microsoft Excel,microsoft excel
instacart,Microsoft Office,microsoft office
instacart,Tableau,tableau
instacart,Workforce Planning,workforce planning
instacart,IT Audit,it audit
instacart,Public Speaking,public speaking
instacart,Leadership,leadership
instacart,PowerPoint,powerpoint
instacart,Management,management
instacart,Event Planning,event planning
instacart,Editing,editing
instacart,Analysis,analysis
instacart,Financial Analysis,financial analysis
instacart,Social Media,social media
instacart,Business Process Improvement,business process improvement
instacart,Business Analysis,business analysis
instacart,Research,research
instacart,Business Strategy,business strategy
instacart,Executive Reporting,executive reporting
instacart,Capability Planning,capability planning
instacart,Cross-functional Team Leadership,cross-functional team leadership
instacart,SQL,sql
instacart,Strategic Planning,strategic planning
instacart,Cross-functional Problem Solving,cross-functional problem solving
instacart,Creative Problem Solving,creative problem solving
instacart,Contract Recruitment,contract recruitment
instacart,Consulting,consulting
instacart,Technical Recruiting,technical recruiting
instacart,Recruiting,recruiting
instacart,Temporary Placement,temporary placement
instacart,Employee Relations,employee relations
instacart,Process Improvement,process improvement
instacart,Onboarding,onboarding
instacart,Talent Acquisition,talent acquisition
instacart,Business Intelligence,business intelligence
instacart,Resume Writing,resume writing
instacart,College Recruiting,college recruiting
instacart,Staffing Services,staffing services
instacart,Training,training
instacart,Human Resources,human resources
instacart,IT Recruitment,it recruitment
instacart,Benefits Negotiation,benefits negotiation
instacart,Internet Recruiting,internet recruiting
instacart,Screening Resumes,screening resumes
instacart,SDLC,sdlc
instacart,Applicant Tracking Systems,applicant tracking systems
instacart,SharePoint,sharepoint
instacart,SPSS,spss
instacart,Databases,databases
instacart,Business Networking,business networking
instacart,Team Leadership,team leadership
fivestars,Customer Satisfaction,customer satisfaction
fivestars,New Leads,new leads
fivestars,Outside Sales,outside sales
fivestars,Direct Sales,direct sales
fivestars,Quotas,quotas
fivestars,Sales Processes,sales processes
fivestars,Customer Acquisition,customer acquisition
fivestars,Sales and Marketing,sales and marketing
fivestars,Communication,communication
fivestars,Temporary Placement,temporary placement
fivestars,Temporary Staffing,temporary staffing
fivestars,Account Management,account management
fivestars,Cold Calling,cold calling
fivestars,New Business Development,new business development
fivestars,Lead Generation,lead generation
fivestars,Online Advertising,online advertising
fivestars,Recruiting,recruiting
fivestars,Sales,sales
fivestars,Technical Recruiting,technical recruiting
fivestars,Marketing,marketing
fivestars,Talent Acquisition,talent acquisition
fivestars,Salesforce.com,salesforce.com
fivestars,Leadership,leadership
fivestars,Management,management
airware,RF,rf
airware,Analog,analog
airware,Test Equipment,test equipment
airware,Semiconductors,semiconductors
airware,Electronics,electronics
airware,Microwave,microwave
airware,Wireless,wireless
airware,Analog Circuit Design,analog circuit design
airware,Sensors,sensors
airware,Antennas,antennas
airware,PCB design,pcb design
airware,Program Management,program management
airware,Radar,radar
airware,Manufacturing,manufacturing
airware,Testing,testing
airware,Telecommunications,telecommunications
airware,Product Management,product management
airware,PCB Design,pcb design
airware,Product Development,product development
airware,Cross-functional Team Leadership,cross-functional team leadership
airware,Wireless Technologies,wireless technologies
pagerduty,Teamwork,teamwork
pagerduty,Sales Processes,sales processes
pagerduty,IT Sales,it sales
pagerduty,Quota Achievement,quota achievement
pagerduty,Cloud Sales,cloud sales
pagerduty,Economics,economics
pagerduty,Management,management
pagerduty,Customer Service,customer service
pagerduty,Customer Relationship Management (CRM),customer relationship management (crm)
pagerduty,Business Development,business development
pagerduty,Project Management,project management
pagerduty,Business Strategy,business strategy
pagerduty,Strategy,strategy
pagerduty,Banking,banking
pagerduty,Finance,finance
pagerduty,Trading,trading
pagerduty,Corporate Finance,corporate finance
pagerduty,Corporate Communications,corporate communications
pagerduty,Project Planning,project planning
pagerduty,Executive Search,executive search
pagerduty,Sales,sales
pagerduty,Business Analysis,business analysis
pagerduty,E-commerce,e-commerce
pagerduty,Software as a Service (SaaS),software as a service (saas)
pagerduty,Salesforce.com,salesforce.com
pagerduty,Blockchain,blockchain
pagerduty,Team Management,team management
pagerduty,English,english
pagerduty,French,french
pagerduty,Analytical Skills,analytical skills
pagerduty,Product Service,product service
pagerduty,Privacy Compliance,privacy compliance
pagerduty,Manufacturing Process Improvement,manufacturing process improvement
pagerduty,Customer Requirements,customer requirements
pagerduty,Advertising Campaigns,advertising campaigns
pagerduty,Campaigns,campaigns
pagerduty,Advertising,advertising
pagerduty,Google Sheets,google sheets
pagerduty,Operational Excellence,operational excellence
pagerduty,Key Performance Indicators,key performance indicators
pagerduty,Customer Satisfaction,customer satisfaction
pagerduty,Timelines,timelines
pagerduty,Mitigation Strategies,mitigation strategies
pagerduty,Communication,communication
pagerduty,Critical Thinking,critical thinking
pagerduty,Problem Solving,problem solving
pagerduty,Operations,operations
pagerduty,Microsoft Excel,microsoft excel
pagerduty,Looker (Software),looker (software)
pagerduty,Budgets,budgets
pagerduty,Accounting,accounting
pagerduty,Accounts Payable,accounts payable
pagerduty,Marketing,marketing
pagerduty,Agile Methodologies,agile methodologies
pagerduty,Accounts Receivable,accounts receivable
pagerduty,Gainsight,gainsight
pagerduty,Tableau,tableau
pagerduty,Microsoft Office,microsoft office
pagerduty,Enterprise Software,enterprise software
pagerduty,JIRA,jira
pagerduty,Google Adwords,google adwords
pagerduty,Analysis,analysis
pagerduty,Strategic Planning,strategic planning
pagerduty,Leadership,leadership
pagerduty,Team Leadership,team leadership
pagerduty,Machine Learning Algorithms,machine learning algorithms
pagerduty,Analytical Tools,analytical tools
pagerduty,Management Innovation,management innovation
pagerduty,Business Model Disruption,business model disruption
pagerduty,Technology Model Disruption,technology model disruption
pagerduty,Data-driven Decision Making,data-driven decision making
pagerduty,Business Analytics,business analytics
pagerduty,Python (Programming Language),python (programming language)
pagerduty,IT Strategy,it strategy
pagerduty,System Architecture,system architecture
pagerduty,Machine Learning,machine learning
pagerduty,Serverless Computing,serverless computing
pagerduty,DevOps,devops
pagerduty,Cloud Computing,cloud computing
pagerduty,Leadership Development,leadership development
pagerduty,Software Development,software development
pagerduty,Automated Software Testing,automated software testing
pagerduty,Public Cloud,public cloud
pagerduty,Software Engineering,software engineering
pagerduty,Public Sector,public sector
pagerduty,Consulting,consulting
pagerduty,Management Consulting,management consulting
pagerduty,Business Intelligence,business intelligence
pagerduty,Business Process Improvement,business process improvement
pagerduty,Program Management,program management
pagerduty,Business Process,business process
pagerduty,Business Transformation,business transformation
pagerduty,Agile & Waterfall Methodologies,agile & waterfall methodologies
pagerduty,Software Development Life Cycle (SDLC),software development life cycle (sdlc)
pagerduty,Vendor Management,vendor management
pagerduty,Business Process Re-engineering,business process re-engineering
pagerduty,Aws,aws
pagerduty,IT Operations,it operations
pagerduty,Sales Operations,sales operations
pagerduty,Sales Enablement,sales enablement
pagerduty,Mergers,mergers
pagerduty,Business Planning,business planning
pagerduty,Corporate Development,corporate development
pagerduty,Acquisition Integration,acquisition integration
pagerduty,Strategic Consulting,strategic consulting
pagerduty,Mergers & Acquisitions,mergers & acquisitions
pagerduty,Risk Management,risk management
pagerduty,People Care,people care
pagerduty,International Business Management,international business management
pagerduty,Software Systems Engineering,software systems engineering
pagerduty,Code Review,code review
pagerduty,Cloud Security,cloud security
pagerduty,Cascading Style Sheets (CSS),cascading style sheets (css)
pagerduty,MySQL,mysql
pagerduty,Linux,linux
pagerduty,Git,git
pagerduty,SOAP,soap
pagerduty,Microservices,microservices
pagerduty,JSON,json
pagerduty,Cybersecurity,cybersecurity
pagerduty,Threat Modeling,threat modeling
pagerduty,Secure Coding,secure coding
pagerduty,Application Security,application security
pagerduty,C#,c#
pagerduty,Distributed Systems,distributed systems
pagerduty,Test Automation,test automation
pagerduty,Testing,testing
pagerduty,Performance Testing,performance testing
pagerduty,Scrum,scrum
pagerduty,Web Services,web services
pagerduty,Object Oriented Design,object oriented design
pagerduty,Agile Project Management,agile project management
pagerduty,Databases,databases
pagerduty,Java,java
pagerduty,.NET,.net
pagerduty,Visual Studio,visual studio
pagerduty,XML,xml
pagerduty,Windows Azure,windows azure
pagerduty,T-SQL,t-sql
pagerduty,Microsoft SQL Server,microsoft sql server
pagerduty,TFS,tfs
pagerduty,WCF,wcf
pagerduty,REST,rest
pagerduty,Android SDK,android sdk
pagerduty,Android,android
