start_up,headline,current_position,skills
ethosx,IIT Delhi | Ex - Quadeye | Head of Research at EthosX,,
ethosx,tiet'28 Full Stack 💻 React Native 📱,,
numind,Lead technique Scala (en CDI),,
numind,"UTC graduate, IA/data science. Focus on NLP (Text Analysis, LLM -QA,Summarization,Reasoning-,Model designing/Training/Optimization)",,
numind,Software Engineering,,
ballerine,Recepcionista na BALLERINE,,
delegasi,Data & Research Enthusiast,,
delegasi,It is never too late to be what you might have been,,
delegasi,Data Entry Specialist di Delegasi (YC S22),,
lyra,Executive at Lyra,,
lyra,"Owner, lyra enterprises",,
lyra,Content Specialist at Lyra,,
ivycheck,Co-founder and CEO at IvyCheck (YC S22),,
sunlight,导购（sunlight）,,
sunlight,sunlight - sales manager,,
sunlight,Asistant recruitment at sunlight,,
novig,Software,,
novig,Novig Trading,,
novig,Software Engineer @ Novig,,
voltic,Foreman at Voltic Electric,,
voltic,Chauffeur de camion chez VOLTIC,,
voltic,Mede-eigenaar bij Voltic Electric / Eigenaar bij Rossieau Creative Concepts,,
disclo,CEO @ Disclo 🪩 | Workplace accommodations done right,Co-Founder and CEO,"[{'name': 'Foreign Languages', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Communication Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Organization', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Job Readiness', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Hospitality', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Customer Service', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Social Networking', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Hospitality Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Event Planning', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Entrepreneurship', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Hospitality Industry', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft PowerPoint', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 0, 'passed_assessment': None}]"
disclo,Physician | Educator | Advisor,,
disclo,"Head of Sales @ Disclo 🪩 | Workplace Accommodations, Done Right",,
tranch,Enmployé polyvalent chez Tranch,,
tranch,Head Of Engineering @ tranch (YC S22),,
tranch,pm at tranch,,
bridgecard,Co-fondateur de Klair & Arno Group | Investir dans un riad à Marrakech 🇲🇦| Business Angel dans 28 start-up du YC w/ chaseunicorn 🦄 #Mrrlife #VC #buildinpublic,,
bridgecard,Product Design Intern (UI/UX) at Future Academy Africa,,
bridgecard,Sales Development Representative,,
alt tex,Honours Biology Student at the University of Waterloo,,
alt tex,Bioprocess Scientist,,
alt tex,--,,
blee,--,,
blee,Kitchen Staff at Blee®,,
blee,Sales Manager at Blee®,,
raven,pg at raven,,
raven,Barchef bei Raven,,
raven,truck driver at raven,,
cashboard,Manager at Cashboard App,,
seaflight technologies,--,,
seaflight technologies,Project Engineer at Seaflight Technologies | Aerospace Engineering Student at University of Sydney,,
seaflight technologies,Drones @ UNSW | Founder - Seaflight Technologies (YC S22),,
capixai,CEO at Capix (YC S22),,
capixai,Upgrading Private Capital Markets with AI,,
capixai,Co-founder at Capix (YC S22) - hiring,,
windmill,Wind at Windmill,,
windmill,Windmill at Windmill,,
windmill,Founding Engineer @ Windmill,,
activepieces,Software Engineer,,
activepieces,Software Engineer @Activepieces | 2x ICPC World Finalist | ACPC'24 Champion | ECPC'23 Champion | Master @Codeforces,,
activepieces,CEO @ Activepieces • Powerful AI Agents Anyone Can Build 🤯,,
gullak money,Self Employed at Apni Gullak,,
gullak money,Mutual Fund Distributor at Mera Gullak,,
gullak money,Co-Founder at Gullak,,
popsy,Dealer in medical eguipment and ultrasound,,
popsy,Manager at popsy,,
popsy,تاجر في بيع وشراء السلع المستعملة,,
juicebox,Technical Writer at JUICEBOX,,
juicebox,Pimp at JUICEBOX,,
juicebox,Co Creator at The Juicebox,,
rio,Programmer bei Rio,,
rio,Restaurant at Rio,,
rio,Carioca,,
evoly,Formateur certifié FPA,,
apply design,Clarity > Results Coach • PCC • Co-active Professional Certified Coach (CPCC) • Leadership Coach • Strategic Design,,
tank payments,Founding Engineer @ Tank Payments,,
tank payments,Founding Engineer @ Tank | VFA Fellow '24,,
tank payments,Engineering at Tank,,
phind,Co-founder & CEO @ Phind (YC S22),,
phind,Founding Engineer at Phind | Ex Applied Intuition,,
phind,CTO at Phind,,
illuminant surgical,CCO @ Illuminant | MD Candidate @ Mount Sinai,,
illuminant surgical,HR & Training Leader | Career & Purpose Coach | Helping Individuals & Organizations Thrive Through Growth & Development,,
illuminant surgical,"Illuminant, Inc",,
malama health,Payroll at Malama Health,,
malama health,Malama Health,,
malama health,Project Developer and Consultant.,,
ten lives,Angel Investor,Angel Investor,"[{'name': 'Public Speaking', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Event Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 0, 'passed_assessment': None}]"
ten lives,Co-Founder at Ten Lives (YC S22),,
ten lives,Research Scientist at Ten Lives,,
payload,Social Media Manager at Payload,,
payload,Customer Success Manager at Payload Technologies Inc.,,
payload,Sales at Payload plastics,,
aragorn ai,"Co-Founder, Head of Product | Aragorn.ai | HR data integration",Co-Founder | Head of Product,"[{'name': 'HTML5', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Angular', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Cascading Style Sheets (CSS)', 'endorsements': 2, 'passed_assessment': None}, {'name': 'jQuery', 'endorsements': 0, 'passed_assessment': None}, {'name': 'JavaScript', 'endorsements': 0, 'passed_assessment': None}, {'name': 'AngularJS', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Bootstrap', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Angular Material', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SQL', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Java', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Node.js', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adobe XD', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Service', 'endorsements': 3, 'passed_assessment': None}, {'name': 'NativeScript', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Spring Framework', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adobe Sketch', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Flutter', 'endorsements': 0, 'passed_assessment': None}]"
aragorn ai,Architect,,
aragorn ai,<building/> Aragorn AI I YC S22 | IT/HR/People Ops | IT/People Tech,,
hype,General Manager at HYPE,,
hype,Transporter,,
hype,--,,
namecard.ai,--,,
namecard.ai,Data Lead / Data Scientist / Data Engineer,,
namecard.ai,Senior Product Manager in Namecard.ai,,
biggerpicture,"Psycholoog & coach | Voor echte stappen vooruit in werk, carrière & leven | Owner BiggerPicture",,
flair labs,"Business Development Executive @ Flair Labs | Business Strategy, Sales",Business Development Executive,"[{'name': 'Market Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Web Content Writing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Content Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Search Engine Optimization (SEO)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Research Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Laboratory Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Quality Assurance', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Quality Control', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytical Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Contract Management', 'endorsements': 0, 'passed_assessment': None}]"
flair labs,QA AUTOMATION ENGINEER AT FLAIR LABS,,
flair labs,--,,
apprecio,Key Account Manager en Dcanje.com,,
apprecio,Supervisora Comercial,,
apprecio,Customer & Marketing Coordinator en Dcanje.com,,
slidely ai,Engineer,,
slidely ai,"Co-Founder at Slidely AI, specializing in AI for presentations",,
slidely ai,Co-founder Slidely AI (YC S22),,
newscatcher,"Head of Growth at NewsCatcher, YC S22",Head of Growth,
newscatcher,Head of Sales @ NewsCatcher | Delivering real-time signals for your AI,Head of Sales,"[{'name': 'MySQL', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Performance Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Spreadsheets', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Territory Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Calibration', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Upselling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Post-Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytical Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Account Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 86, 'passed_assessment': None}, {'name': 'Entrepreneurship', 'endorsements': 93, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 46, 'passed_assessment': None}, {'name': 'Sales Management', 'endorsements': 24, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 27, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Consulting', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Leadership Development', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 33, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 55, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 11, 'passed_assessment': None}, {'name': 'New Business Development', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Direct Sales', 'endorsements': 52, 'passed_assessment': None}, {'name': 'CRM', 'endorsements': 8, 'passed_assessment': None}, {'name': 'B2B', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SQL', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Problem Solving', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 0, 'passed_assessment': None}]"
newscatcher,QA Engineer в Ajax Systems,,
typewise,"MLOps at Typewise (Remote) | all things ML, AWS and Kubernetes",MLOps/DevOps,"[{'name': 'DevOps', 'endorsements': 0, 'passed_assessment': None}, {'name': 'MLOps', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Machine Learning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Python (Programming Language)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'React.js', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kubernetes', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Amazon Web Services (AWS)', 'endorsements': 0, 'passed_assessment': None}]"
typewise,"Gründer & Geschäftsführer IWPro / Immobilienunternehmer, Startup Investor",,
typewise,Entrepreneur | Co-founder bexio AG,,
pulppo,--,,
pulppo,Asesor inmobiliario en Pulppo,,
pulppo,--,,
provision,graphic designer,,
provision,director at ProVision,,
provision,asesor seguros en provision,,
sytex,--,,
sytex,--,,
sytex,"Manager, Corporate Recruiting at The Sytex Group",,
shipmates,--,,
shipmates,--,,
shipmates,Seeking meaningful employment,,
thera,xxxxxx en thera,,
thera,Directeur chez Thera,,
thera,Game Developer bei Thera,,
neosync,Co-Founder & CTO - Neosync,Co-Founder & CTO,"[{'name': 'JavaScript', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Node.js', 'endorsements': 0, 'passed_assessment': True}, {'name': 'MySQL', 'endorsements': 0, 'passed_assessment': None}, {'name': 'C#', 'endorsements': 2, 'passed_assessment': None}, {'name': '.NET', 'endorsements': 3, 'passed_assessment': None}, {'name': 'HTML', 'endorsements': 3, 'passed_assessment': None}, {'name': 'AngularJS', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SQL', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Databases', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Android', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Windows', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Python', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Google Apps', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft SQL Server', 'endorsements': 0, 'passed_assessment': None}, {'name': 'CSS', 'endorsements': 0, 'passed_assessment': None}, {'name': 'VB.NET', 'endorsements': 0, 'passed_assessment': None}, {'name': 'C++', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Java', 'endorsements': 4, 'passed_assessment': None}, {'name': 'React.js', 'endorsements': 0, 'passed_assessment': None}, {'name': 'RabbitMQ', 'endorsements': 0, 'passed_assessment': None}, {'name': 'TypeScript', 'endorsements': 0, 'passed_assessment': None}, {'name': 'MVC', 'endorsements': 0, 'passed_assessment': None}]"
neosync,Founder Mode Acolyte | Faster than Exponential 🚀,,
neosync,AI Software Builder,,
peoplebox,| Medical Engineer,,
peoplebox,Senior Project Manager at PeopleBox,,
peoplebox,General Manager at PeopleBox,,
bitstack,--,,
bitstack,Founder & CEO at Ndava Co Ltd,,
airhart aeronautics,--,,
airhart aeronautics,Lead GNC Engineer at Airhart Aeronautics,,
airhart aeronautics,Building Software for Safety Critical Systems with Rust,,
coris,Commercial,,
coris,Compliance Officer,,
coris,A étudié à Ispp,,
hedgehog,Landscaper at HEDGEHOG,,
hedgehog,Managing Director at HEDGEHOG,,
hedgehog,management at Hedgehog,,
mintplex labs,Founder @AnythingLLM | The all-in-one local AI assistant for everyone.,,
mintplex labs,Software Engineer @AnythingLLM,,
mintplex labs,Innovative Technologist | Cybersecurity Strategist | AI and Digital Pioneer,,
pluralith,Building Pluralith,,
pluralith,Building Pluralith,,
flycode,"Owner, FlyCode",,
flycode,Developer at flyCode,,
flycode,Senior Developer @ FlyCode | ICT Proficiency,,
chowdeck,--,,
chowdeck,--,,
chowdeck,Rider associate at Chowdeck,,
iollo,Founder & CEO @ iollo - the AI Scientist (YC S22),Founder and CEO,"[{'name': 'Bioinformatics', 'endorsements': 5, 'passed_assessment': None}, {'name': 'R', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Machine Learning', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Computational Biology', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Data Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Statistics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Big Data Analytics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Python', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Biochemistry', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Deep Learning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Molecular Biology', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Science', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Life Sciences', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Programming', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Physics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cell Biology', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Genetics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'PCR', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cell Culture', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Molecular Genetics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Materials Science', 'endorsements': 0, 'passed_assessment': None}]"
iollo,--,,
iollo,Fullstack Engineer | React | Next | Node | Nest | React Native | Python,,
maya labs,"25 years of dedicated services underserved communities, specializing in underbanked sectors retail, ATMs, fast-food entertainment grocery gas,This diverse experience uniquely equips me to effectively support  communities",President,"[{'name': 'Public Relations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Government', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Financial Modeling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Development Consultancy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Contract Negotiation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Real Estate Transactions', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Real Estate Development', 'endorsements': 0, 'passed_assessment': None}]"
maya labs,Helping companies implement strategies to increment new client growth in Latino Communities,,
maya labs,CS PhD @ GWU,,
aurelian,Localization Professional,,
aurelian,🔥🌍Global Talent Acquisition & Vendor Manager | Localization Resource Strategist,,
aurelian,"Business Development Manager at Aurelian - Premium Multilingual Translation, Desktop Publishing (DTP) and more.",,
fini,Senior Chef Partie chez FINI,,
fini,Administrator at FINI,,
fini,Finance Analyst at FINI,,
metriport,Engineer @ Metriport | Open-source Universal API for Healthcare Data | Y Combinator S22,,
metriport,Engineering @ Metriport,,
metriport,Founder @ Metriport | Giving providers instant access to comprehensive patient medical record summaries | Open-sourcing interoperability,,
tangia,Chef at Tangia,,
grai,"Director Comercial en GRAI (Gestión, Renta y Administración de Inmuebles)",,
grai,Subgerente Comercial,,
grai,"Subgerente Comercial, Inmobiliario",,
artemis search,Caltech CS & BEM '22 | YC S22,President and CEO,"[{'name': 'Venture Capital', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 7, 'passed_assessment': None}, {'name': 'C++', 'endorsements': 2, 'passed_assessment': None}, {'name': 'C (Programming Language)', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Python (Programming Language)', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Java', 'endorsements': 2, 'passed_assessment': None}, {'name': 'x86 Assembly', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Operating Systems', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Augmented Reality (AR)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Computer Graphics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Data Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Web Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Machine Learning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Econometrics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Web Scraping', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software Design', 'endorsements': 0, 'passed_assessment': None}]"
artemis search,Co-Founder @ Artemis Search,,
artemis search,CTO @ Artemis Labs Inc | YC S22,,
argovox,Domestic Goddess at Ruffo,,
plutto,Co-founder Plutto YC S22,CEO,"[{'name': 'Startup', 'endorsements': 0, 'passed_assessment': None}, {'name': 'PM', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Estrategia', 'endorsements': 0, 'passed_assessment': None}, {'name': 'no-code tools', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Finanzas', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Gestión de proyectos', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Empresas emergentes en la fase inicial', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Inglés', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Español', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Planificación estratégica', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Ventas', 'endorsements': 2, 'passed_assessment': None}, {'name': 'marketing comercial', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Campaña publicitaria', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Desarrollo de productos', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Innovación en productos', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Pipe', 'endorsements': 0, 'passed_assessment': None}]"
plutto,--,,
plutto,Plutto (YC S22) | PUC,,
unthread,Growing Unthread | An AI-native ServiceNow,Head of Growth,"[{'name': 'Product Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Inbound Led Outbound', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Bloomberg Terminal', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Usability Testing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Algorithm Design', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Human Computer Interaction', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Computer Science', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy Formulation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Operations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Technical Product Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Machine Learning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Startup Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Due Diligence', 'endorsements': 0, 'passed_assessment': None}, {'name': 'FinTech', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Process', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Operations Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Relationship Management (CRM)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Equity Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SQL', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Python (Programming Language)', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Microsoft Excel', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Tableau', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytical Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 2, 'passed_assessment': None}]"
unthread,Head of Sales at Unthread,Head of Sales,"[{'name': 'Sales', 'endorsements': 25, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Google Apps', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Lead Generation', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Financial Analysis', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Valuation', 'endorsements': 5, 'passed_assessment': None}, {'name': 'BetterCloud for Google Apps', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Customer Service', 'endorsements': 5, 'passed_assessment': None}, {'name': 'SaaS', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Cloud Computing', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Physical Chemistry', 'endorsements': 0, 'passed_assessment': None}, {'name': ""Women's Studies"", 'endorsements': 3, 'passed_assessment': None}, {'name': 'Airworthiness', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Public-private Partnerships', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Building', 'endorsements': 0, 'passed_assessment': None}]"
unthread,Co-founder and CTO at Unthread,,
kombo,Social Media Marketer at Kombo,,
kombo,Telecommunications Specialist at Kombo,,
kombo,--,,
ekho,--,,
ekho,Medlems- og lokaleansvarlig hos EKHO EKHO,,
ekho,SWE @ Ekho | Co-founder @ Mintcad | Computer Engineering @ Purdue,,
