start_up,headline,current_position,skills
carma,Leiter der Geschäftsführung bei CARMA,,
carma,Senior Logistics Analyst bei Carma,,
carma,Assistent der Geschäftsleitung bei CARMA,,
carma,"Admin | Business Administration, Accounting",,
carma,Business Development Manager,,
carma,General Manager - Stratford Metals,,
carma,Senior Media Monitoring Executive at CARMA Asia | Finance graduate,,
carma,Senior Software Developer,,
carma,Director Of Infrastructure at CARMA,,
carma,Media Specialist at CARMA,,
carma,Account Executive at CARMA,,
carma,Social media monitoring executive at CARMA,,
carma,Social Media Monitoring,,
carma,"Head Of HR, North Africa - Organizational Transformation Consultant",,
carma,Managing Director bei CarMa,,
carma,Experienced HR Generalist | Senior Talent Acquisition | Passionate Rotaractor,,
carma,Executive at CARMA Asia,,
carma,Backend Developer at Carma,,
carma,Senior Software Engineer,,
carma,Business Development and Marketing Professional,,
carma,Full Stack Developer,,
carma,Insights Analyst | Data expert | Media Monitoring | Public Relations executive,,
carma,Senior Project Executive at CARMA,,
carma,Client Services Executive,,
carma,UI / UX Designer,,
carma,IT Manager,,
carma,Global Admin Assistant,,
carma,Deputy Team Lead at CARMA,,
carma,General Manager at CARMA ASIA,,
carma,Manager at carma,,
carma,Bouw professional,,
carma,Product Manager | CARMA - Media Intelligence,,
carma,Director en Carma,,
carma,Senior Research Executive,,
carma,Senior Human Resources Manager,,
carma,Research Executive,,
carma,Freelance copywriter.,,
carma,Senior Account Manager | Client Success at CARMA,,
carma,Information Technology Professional,,
carma,Account Manager & Business Developer. Freelancer,,
carma,Regional Finance Manager,,
carma,Media Buyer,,
carma,Operations at Carma,,
carma,Senior Software Developer @ CARMA,,
carma,Senior Client Accounting Officer (Billing & Collection),,
carma,Full Stack Developer at Carma,,
carma,Research Executive at Carma,,
carma,Senior Public and government Relations,,
infer,infermier chez INFER,,
infer,Associate at INFER,,
infer,Infirmière en soins de longue durée chez INFER,,
infer,Infermiere autorizzato presso INFER,,
infer,Office Assistant at INFER,,
infer,Jefe de secretaría en INFER,,
infer,Analyst at INFER Capital,,
infer,Infirmière autorisée chez INFER,,
infer,Associate at INFER Capital,,
sendhub,Ops and Service Delivery Manager,,
sendhub,Sales Development Representative at SendHub,,
sendhub,Company Driver at SendHub,,
sendhub,Attended Shree Damodar College of Commerce & Economics,,
sendhub,Account Manager | Sales | Relationship Builder | Marketing | Client Advocate,,
pulse,"Project | People | Engineering Leader, Adept at Agile Transformations and Leading High Performing Engineering Teams",Manager Agile Program Management,"[{'name': 'Agile Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Change Ready Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'People Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Organizational Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Coaching & Mentoring', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Jira', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Scrum', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Agile Methodologies', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Debugging', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Unix', 'endorsements': 6, 'passed_assessment': None}, {'name': 'RAID', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Windows', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Test Automation', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Storage Area Networks', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Storage', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Testing', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Linux', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Operating Systems', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Test Planning', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Fibre Channel', 'endorsements': 5, 'passed_assessment': None}, {'name': 'SCSI', 'endorsements': 3, 'passed_assessment': None}, {'name': 'iSCSI', 'endorsements': 2, 'passed_assessment': None}, {'name': 'SAN', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Shell Scripting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Storage Area Network (SAN)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Solaris', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Device Drivers', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Perl', 'endorsements': 0, 'passed_assessment': None}]"
pulse,Project Manager-Professional Development & Marketing at PULSE,Project Manager-Professional Development & Marketing,"[{'name': 'Debit Cards', 'endorsements': 29, 'passed_assessment': None}, {'name': 'Payment Systems', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Electronic Payments', 'endorsements': 20, 'passed_assessment': None}, {'name': 'Payments', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Credit Cards', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Acquiring', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Payment Card Processing', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Payment Cards', 'endorsements': 3, 'passed_assessment': None}, {'name': 'ACH', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Mobile Payments', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Electronic Funds Transfer', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Cards', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Vendor Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Transaction Processing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Risk Management', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Banking', 'endorsements': 4, 'passed_assessment': None}]"
pulse,Model,,
pulse,Manager at Pulse,,
pulse,Sales Manager at PULSE,,
pulse,sales at Pulse,,
pulse,Assistant Manager at PULSE,,
pulse,Engineer at pulse,,
pulse,General Manager at PULSE,,
pulse,Manager at PULSE,,
pulse,Looking for work,,
pulse,Entertainment Professional,,
pulse,Engineer - PULSE,,
pulse,Officer at Pulse,,
pulse,engineering en pulse,,
pulse,h r at pulse,,
pulse,manager at PULSE,,
pulse,CC at pulse,,
pulse,"Lead Operations Relationship Manager at PULSE, A Discover Company",,
pulse,Executive Relationship Manager,,
pulse,Financial Analyst,,
pulse,Senior Counsel at Discover Financial Services,,
pulse,Sales Operations - PULSE Network/ Discover Financial Services,,
pulse,Senior Associate at PULSE,,
pulse,Senior Manager Strategic Planning,,
pulse,Senior Manager Technical Support at PULSE,,
pulse,Product | Data Science & Advanced Analytics | IIT Kanpur,,
pulse,Principal Compliance Specialist at PULSE,,
pulse,Executive Relationship Manager,,
pulse,Executive Vice President - Operations,,
pulse,District nurse,,
pulse,Lead Financial Analyst,,
pulse,owner at PULSE,,
pulse,NURSE BANK at PULSE,,
pulse,Senior Manager - Portfolio and Program Management,,
pulse,Dev Ops QA Software Engineer II,,
pulse,technical engineer at PULSE,,
pulse,Project manager at Pulse,,
pulse,Entertainment Professional,,
pulse,Service Partner at PULSE,,
pulse,Model at PULSE,,
pulse,Director at PULSE,,
pulse,National Operations Manager at PULSE,,
pulse,me at Pulse,,
pulse,Engineer at Pulse,,
pulse,Officer at Pulse,,
pulse,Finance at PULSE,,
pulse,Partner at Pulse,,
pulse,Regional Logistics Officer at Pulse,,
pulse,Model at PULSE,,
kamcord,Consultant at Kamcord,,
kamcord,Master Plumber at Kamcord,,
kamcord,Key Account Manager at Kamcord,,
kamcord,Kamcord Streamer at Kamcord,,
kamcord,Streamer at Kamcord,,
kamcord,Streamer at Kamcord,,
kamcord,COMMUNITY BUILDER & FULL TIME CONTENT PROVIDER,,
chute,chut chez Chute,,
chute,Java Software Developer at Chute (acquired by Ignite Technologies in June 2018),,
chute,Sales Representative at Chute,,
chute,employee commerciale chez Chute,,
chute,--,,
chute,manager at pathBreak solutions,,
chute,aide soignante chez hopital Alençon,,
chute,Customer Service Representative at Chute,,
chute,lund at Chute,,
chute,web dev at chute,,
chute,--,,
chute,Business Specialists at Chute (acquired by Ignite Technologies in June 2018),,
chute,Recepcionista,,
lob,Partner Success Manager,Partner Success Manager,"[{'name': 'Business Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Administration', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Start-up Ventures', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Operations Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Supply Chain Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'New Ventures', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Data Visualization', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SQL', 'endorsements': 0, 'passed_assessment': None}, {'name': 'R', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Tableau', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft PowerPoint', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 0, 'passed_assessment': None}]"
lob,Recruiter at Lob,Senior Technical and GTM Recruiter,"[{'name': 'Recruitment Tools', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Workforce Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Hiring', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Applicant Tracking Systems', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'LinkedIn Recruiter', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Interpersonal Relationships', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Written Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Training', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Web Design', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Cascading Style Sheets (CSS)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Web Development', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Direct Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Service', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Event Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Event Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Building', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Office Administration', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Budgeting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Technical Recruiting', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Multitasking', 'endorsements': 2, 'passed_assessment': None}]"
lob,Sales @ Lob,Enterprise Account Executive,"[{'name': 'New Business Generation', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Enterprise Account Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Competitive Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Value Selling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Account Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Market Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Data Analytics', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Distribution Strategies', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Growth', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Budget Forecasting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Forecasting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Event Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Organizational Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Community Outreach', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Channel Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Design', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Presentations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Relationship Building', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Interpersonal Skills', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 17, 'passed_assessment': None}]"
lob,"Co-Founder, Clear Street","Co-Founder, Board Observer","[{'name': 'Electronic Trading', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Engineering', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Cryptocurrency', 'endorsements': 2, 'passed_assessment': None}]"
lob,DJ Agentur bei LOB entertainment,,
lob,Immobilienmakler bei LOB-Immobilien,,
lob,Lagerhelfer bei Lob,,
lob,Sofer la E. LOb,,
lob,Account Manager at Lob,,
lob,Tercuman - Lob,,
lob,Support Engineer,,
lob,Programmer at LOB,,
lob,en,,
lob,CEO bei Lob GmbH,,
lob,General Manager presso Lob,,
lob,Head Of Technical Support bei Lob Consulting,,
lob,Fertigungsleiter bei LOB GmbH,,
lob,Selbstständig bei Gabriele Lob,,
lob,sales at lob,,
lob,SEO-специалист – Lob,,
lob,Elektroniker bei Lob,,
lob,Medical Doctor at LOB,,
lob,Team Lead Manager at Lob,,
lob,Anlagenelektroniker bei LOB Düsseldorf,,
lob,Leitender Zimmermann,,
lob,Sales & Marketing Manager,,
lob,Corporate Counsel,,
lob,Marketing Operations Manager at Lob,,
lob,IT Professional,,
lob,Software Engineer – Logistics @ Lob,,
lob,"Senior Product Manager | Passionate about UX, Data & AI Platforms | Ex-Microsoft",,
lob,Cajera_vendedora en Lob,,
lob,"Driving Operational Excellence through Strategy, Innovation, and Continuous Improvement",,
lob,Senior Software Engineer at Lob,,
lob,Revenue Strategy Leader,,
lob,Technical Lead Manager @ Lob,,
lob,Senior Logistics Manager @ Lob,,
lob,"Director, Strategy & Analytics",,
lob,Executive Assistant at Lob & Learn,,
lob,dealer ve společnosti Lob,,
lob,Architect at Lob,,
lob,Operations Manager at IAC,,
lob,Head Of Trading at Lob,,
lob,Specjalista ds. eksportu w LOB CONSTRUCTIONS,,
lob,Assistent manager bij Lob,,
lob,Software Engineer @ Lob | Master in Computer Science @ UC Irvine,,
lob,Student at George Brown College,,
lob,"Vice President, Print and Mail Operations",,
lob,CEO at Limited Lob Law,,
lob,President at Lob Planning Group,,
swiftype,Warkor at Swiftype (an Elastic company),,
swiftype,Advertisement Operations Manager en Swiftype (an Elastic company),,
swiftype,driver at Swiftype,,
swiftype,--,,
swiftype,Support Engineer II at Elastic,,
checkr,Customer Service Representative at Checkr,,
realm,Supervisor - Consulting,Supervisor - Consulting,"[{'name': 'Interpersonal Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Accounting Standards', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Enterprise Resource Planning (ERP)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Amazon Vendor Central', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Internal Controls', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Amortization Schedules', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Budgeting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Bookkeeping', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Analytical Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Financial Accounting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Advising Clients', 'endorsements': 0, 'passed_assessment': None}, {'name': 'VBA Excel', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Client Services', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Attention to Detail', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Generally Accepted Accounting Principles (GAAP)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Client Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'ProAdvisor', 'endorsements': 0, 'passed_assessment': None}, {'name': 'QuickBooks Payroll', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Ramp Spend Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'QuickBooks', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Cash Flow', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Financial Statements', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Journal Entries (Accounting)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Account Reconciliation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Accounts Receivable (AR)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Accounting', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Accounts Payable & Receivable', 'endorsements': 0, 'passed_assessment': None}, {'name': 'General Ledger', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Microsoft Word', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft PowerPoint', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Outlook', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Dynamics NAV', 'endorsements': 0, 'passed_assessment': None}]"
realm,Director at Realm,,
realm,Machine Operator at Realm,,
realm,consultancy at realm,,
realm,Medical Representative at Realm,,
realm,Project Manager at Realm,,
realm,Tech. at Realm control,,
realm,Warehouse Manager,,
realm,Control System Programmer and IT Tech,,
realm,owner,,
realm,security at realm,,
realm,REALM - Director,,
realm,pres at Realm,,
realm,Manager at Realm,,
realm,Waterworks Lead at Realm,,
realm,Aluno na EEEMF LEANDRO ESCOBAR,,
realm,Laborer at Realm,,
realm,Drafter at Realm,,
realm,Customer Service at Realm,,
realm,Sales,,
realm,Union 101 at Realm,,
realm,Human Service Worker at REALM,,
realm,Operations Manager at REALM,,
realm,--,,
realm,Sr. Project Manager at Realm,,
realm,Realtor at Realm,,
realm,"Owner, Jenny Lyn Designs",,
realm,Senior Accounts Manager at Realm,,
realm,trading at Realm,,
realm,Jr Project Manager,,
realm,Designer at Realm,,
realm,Realm,,
realm,President | REALM,,
realm,"Smart Home Integrator, Account Executive, Event Production Manager, Event lighting designer",,
realm,REALM,,
realm,Interior Designer & Home Stager,,
realm,Audio video installer / Lutron programmer / Lead tech at Realm,,
realm,AR/AP Manager @ Realm,,
realm,Partner at Realm,,
realm,Freelance Artist,,
realm,Partner at Realm,,
realm,Owner/Principal Designer at REALM,,
realm,Manager / Producer,,
clover,"Senior Product Manager, Payments with Clover Network, Inc.",Senior Product Manager,"[{'name': 'Data Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Service', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Agile Methodologies', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Market Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Road Mapping', 'endorsements': 0, 'passed_assessment': None}, {'name': 'User Stories', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Launch', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Problem Solving', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Presentation Skills', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Financial Services', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Program Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Mobile Payments', 'endorsements': 13, 'passed_assessment': None}, {'name': 'E-payments', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Electronic Payments', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Payments', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Debit Cards', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Product Development', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Payment Systems', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 3, 'passed_assessment': None}]"
clover,Product Leader at Clover,"VP of Product, Point of Sale & Payments","[{'name': 'Product Management', 'endorsements': 73, 'passed_assessment': None}, {'name': 'Product Marketing', 'endorsements': 52, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 30, 'passed_assessment': None}, {'name': 'Competitive Analysis', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Telecommunications', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Product Development', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Wireless', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Lead Generation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software Project Management', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Sales Operations', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Mobile Devices', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Strategic Partnerships', 'endorsements': 32, 'passed_assessment': None}, {'name': 'Embedded Systems', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Business Alliances', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Cloud Computing', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Integration', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Go-to-market Strategy', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Software Development', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Embedded Software', 'endorsements': 2, 'passed_assessment': None}]"
clover,Head Of Operations at Clover,,
clover,Staff Software Engineer,,
clover,"Engineering Manager/ Software Architect @ Clover Network, Inc.",,
clover,Senior Staff Engineer at Clover,,
clover,Site Reliability Engineer at Clover,,
clover,"Director of Engineering at Clover Network, Inc.",,
clover,English-Chinese,,
clover,Partnership Manager,,
clover,Senior Acquiring Business Manager,,
clover,"Director of Program Management, Clover Network, Inc.",,
clover,Senior Front End Developer | Clover Masers in computer science,,
clover,Manager at Clover,,
clover,"Senior Software Engineer at Clover Network, Inc.",,
clover,Strategic Marketing Executive | Brand Leadership | Product and Revenue Growth,,
clover,Head of Clover EMEA,,
clover,Marketing Director,,
clover,Software Engineer working with hardware,,
clover,Specialist Software Engineer at Fiserv,,
clover,Product-Minded Engineering Leader,,
clover,Director of IT at Clover Network,,
clover,Business Consultant at Clover,,
clover,"SDET@Clover, Ex-Cognizant",,
clover,Sales Manager,,
clover,team leader at Clover,,
clover,Director of Engineering - Clover | Fiserv,,
clover,Professional Software Development Engineer at Fiserv,,
clover,Head of Customer Services - Clover,,
clover,Talent Acquisition Advisor,,
clover,Gestionnaire de territoire,,
clover,"Cloud Infrastructure Security Engineer | WiCyS'24 Scholar | BlackHat’23 Scholar | Graduate Student at University of North Carolina, Charlotte",,
clover,SDET,,
clover,Director at Clover,,
clover,CFO at Clover & BentoBox,,
clover,Accountant,,
clover,Associate Analyst at GlobalLogic,,
clover,Bridging the dreams to realities,,
clover,Supply Chain manager,,
clover,Middle Management at Clover,,
clover,Personal Concierge associate,,
clover,Western Cape,,
clover,Engineering Program Manager at Clover,,
clover,Fashion Design & Merchandising Student,,
clover,Qc Inspector,,
clover,Senior Software Engineer,,
clover,Senior Software Engineer,,
clover,Senior Manager Service Delivery,,
clover,Software Development Engineer,,
clover,Manager Operations Management,,
apportable,CEO at Apportable,,
coreos,Sr. Sales Specialist - OpenShift at Red Hat,Sr. Sales Specialist - OpenShift,"[{'name': 'Sales Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Partnerships', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cross-functional Team Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Solution Selling', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cloud Computing', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Cloud Applications', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Account Management', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Business Intelligence', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Professional Services', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Pre-sales', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 0, 'passed_assessment': None}]"
